ingredients,label,score
"Aqua, Cocoa Butter, Cetearyl Alcohol","comedogenic",4
"Aqua, Almond Oil, Myristyl Myristate","comedogenic",4
"Aqua, Olive Oil, Cetyl Palmitate","comedogenic",4
"Aqua, Avocado Oil, Glyceryl Stearate","comedogenic",4
"Aqua, Lanolin, Stearyl Alcohol","comedogenic",5
"Aqua, Jojoba Oil, Cetyl Esters","comedogenic",4
"Aqua, Castor Oil, Stearic Acid","comedogenic",4
"Aqua, Palm Oil, Cetyl Alcohol","comedogenic",4
"Aqua, Wheat Germ Oil, Lanolin Alcohol","comedogenic",5
"Aqua, Alcohol Denat, Menthol","irritant",3
"Aqua, Citrus Oil, Linalool","irritant",4
"Aqua, Lavender Oil, Alcohol","irritant",4
"Aqua, Peppermint Oil, Menthol","irritant",3
"Aqua, Cinnamon Bark Oil, Alcohol","irritant",3
"Aqua, Tea Tree Oil, Alcohol Denat","irritant",4
"Aqua, Eucalyptus Oil, Camphor","irritant",3
"Aqua, Star Anise Oil, Alcohol","irritant",3
"Aqua, Citrus Peel Extract, Alcohol","irritant",4
"Aqua, Fragrance, Alcohol","irritant",4
"Aqua, Fragrance, Hexyl Cinnamal","fragrance_heavy",5
"Aqua, Parfum, Linalool, Geraniol","fragrance_heavy",6
"Aqua, Fragrance, Citronellol","fragrance_heavy",5
"Aqua, Parfum, Benzyl Salicylate, Limonene","fragrance_heavy",6
"Aqua, Fragrance, Citral","fragrance_heavy",5
"Aqua, Parfum, Coumarin, Eugenol","fragrance_heavy",6
"Aqua, Fragrance, Alpha-Isomethyl Ionone","fragrance_heavy",5
"Aqua, Parfum, Hexyl Cinnamal, Citral","fragrance_heavy",6
"Aqua, Fragrance, Geraniol, Citronellol","fragrance_heavy",5
"Aqua, Parfum, Linalool, Cinnamal","fragrance_heavy",6
"Aqua, Lauric Acid, Oleic Acid","fatty_acid",1
"Aqua, Myristic Acid, Palmitic Acid","fatty_acid",2
"Aqua, Stearic Acid, Linoleic Acid","fatty_acid",2
"Aqua, Capric Acid, Caprylic Acid","fatty_acid",3
"Aqua, Oleic Acid, Myristic Acid","fatty_acid",1
"Aqua, Stearic Acid, Arachidic Acid","fatty_acid",3
"Aqua, Palmitic Acid, Lauric Acid","fatty_acid",1
"Aqua, Linoleic Acid, Behenic Acid","fatty_acid",3
"Aqua, Caprylic Acid, Palmitic Acid","fatty_acid",2
"Aqua, Stearic Acid, Capric Acid","fatty_acid",3
"Aqua, Petrolatum, Mineral Oil","emollient_heavy",4
"Aqua, Shea Butter, Squalane","emollient_heavy",6
"Aqua, Cocoa Butter, Sunflower Oil","emollient_heavy",4
"Aqua, Almond Oil, Glycerin","emollient_heavy",4
"Aqua, Jojoba Oil, Paraffin","emollient_heavy",4
"Aqua, Olive Oil, Dimethicone","emollient_heavy",5
"Aqua, Avocado Oil, Mineral Oil","emollient_heavy",4
"Aqua, Mango Seed Butter, Glycerin","emollient_heavy",3
"Aqua, Sunflower Oil, Squalene","emollient_heavy",5
"Aqua, Cocoa Butter, Paraffin","emollient_heavy",4
"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine","surfactant",4
"Aqua, Decyl Glucoside, Lauryl Glucoside","surfactant",6
"Aqua, Sodium Lauroyl Sarcosinate, Coco-Betaine","surfactant",5
"Aqua, Coco-Glucoside, Glyceryl Oleate","surfactant",6
"Aqua, Sodium Cocoyl Isethionate, Lauryl Glucoside","surfactant",6
"Aqua, Disodium Laureth Sulfosuccinate, Decyl Glucoside","surfactant",5
"Aqua, Sodium Lauroyl Taurate, Coco-Betaine","surfactant",6
"Aqua, Sodium Lauryl Sulfate, Cocamide DEA","surfactant",4
"Aqua, Sodium Cocoyl Sarcosinate, Coco-Betaine","surfactant",6
"Aqua, Lauryl Glucoside, Sodium Lauroyl Glutamate","surfactant",7
"Aqua, Phenoxyethanol, Ethylhexylglycerin","preservative",7
"Aqua, Sodium Benzoate, Potassium Sorbate","preservative",6
"Aqua, Chlorphenesin, Phenoxyethanol","preservative",7
"Aqua, Benzyl Alcohol, Sorbic Acid","preservative",6
"Aqua, Phenoxyethanol, Sorbic Acid","preservative",7
"Aqua, Diazolidinyl Urea, Benzyl Alcohol","preservative",6
"Aqua, Methylparaben, Propylparaben","preservative",8
"Aqua, Imidazolidinyl Urea, Phenoxyethanol","preservative",7
"Aqua, Dehydroacetic Acid, Sodium Benzoate","preservative",6
"Aqua, Potassium Sorbate, Sodium Citrate","preservative",5
"Aqua, Glycerin, Sodium PCA, Oat Extract, Panthenol","safe",9
"Aqua, Hyaluronic Acid, Trehalose, Betaine","safe",10
"Aqua, Centella Extract, Allantoin, Niacinamide","safe",9
"Aqua, Aloe Vera, Panthenol, Sodium Hyaluronate","safe",9
"Aqua, Glycerin, Green Tea Extract, Madecassoside","safe",10
"Aqua, Sodium PCA, Chamomile Extract, Betaine","safe",8
"Aqua, Niacinamide, Panthenol, Allantoin","safe",9
"Aqua, Sodium Hyaluronate, Betaine, Aloe Extract","safe",10
"Aqua, Trehalose, Panthenol, Centella Extract","safe",9
"Aqua, Allantoin, Glycerin, Marshmallow Root Extract","safe",8
"Aqua, Dimethicone, Sorbitol, Phenoxyethanol","neutral",6
"Aqua, PEG-40 Castor Oil, Propanediol, Carbomer","neutral",6
"Aqua, Fragrance, Dimethicone, Sodium Citrate","neutral",5
"Aqua, Propylene Glycol, Dimethicone, Triethanolamine","neutral",7
"Aqua, Carbomer, Butylene Glycol, PEG-12 Dimethicone","neutral",6
"Aqua, PEG-6 Caprylic/Capric Glycerides, Fragrance","neutral",5
"Aqua, Dimethicone, Propanediol, Phenoxyethanol","neutral",6
"Aqua, Sorbitol, PEG-40 Hydrogenated Castor Oil","neutral",6
"Aqua, 1,2-Hexanediol, Dimethicone","neutral",7
"Aqua, Propanediol, Carbomer, Sodium Citrate","neutral",6
"Aqua, Isopropyl Myristate, Polysorbate 60","malassezia_trigger",1
"Aqua, Sorbitan Oleate, Lauric Acid","malassezia_trigger",2
"Aqua, Myristyl Myristate, Oleic Acid","malassezia_trigger",1
"Aqua, Polysorbate 80, Cetyl Alcohol","malassezia_trigger",2
"Aqua, Stearic Acid, Polysorbate 20","malassezia_trigger",1
"Aqua, Polysorbate 40, Myristic Acid","malassezia_trigger",2
"Aqua, Glyceryl Stearate, Oleyl Alcohol","malassezia_trigger",2
"Aqua, Cetyl Alcohol, Myristic Acid","malassezia_trigger",1
"Aqua, Polysorbate 65, Stearyl Alcohol","malassezia_trigger",2
"Aqua, Oleic Acid, Polysorbate 80","malassezia_trigger",1
"Aqua, Shea Butter, Cetearyl Alcohol","comedogenic",4
"Aqua, Cocoa Butter, Cetyl Alcohol","comedogenic",4
"Aqua, Almond Oil, Myristyl Myristate","comedogenic",4
"Aqua, Olive Oil, Stearic Acid","comedogenic",3
"Aqua, Avocado Oil, Glyceryl Oleate","comedogenic",4
"Aqua, Lanolin, Stearyl Alcohol","comedogenic",5
"Aqua, Jojoba Oil, Cetyl Esters","comedogenic",4
"Aqua, Castor Oil, Stearic Acid","comedogenic",4
"Aqua, Palm Oil, Cetyl Alcohol","comedogenic",4
"Aqua, Wheat Germ Oil, Lanolin Alcohol","comedogenic",5
"Aqua, Alcohol Denat, Menthol","irritant",3
"Aqua, Citrus Oil, Limonene","irritant",4
"Aqua, Lavender Oil, Alcohol","irritant",4
"Aqua, Peppermint Oil, Menthol","irritant",3
"Aqua, Eucalyptus Oil, Camphor","irritant",3
"Aqua, Cinnamon Bark Oil, Alcohol","irritant",3
"Aqua, Tea Tree Oil, Alcohol","irritant",4
"Aqua, Star Anise Oil, Alcohol Denat","irritant",3
"Aqua, Citrus Peel Extract, Alcohol","irritant",4
"Aqua, Fragrance, Alcohol Denat","irritant",4
"Aqua, Fragrance, Hexyl Cinnamal","fragrance_heavy",5
"Aqua, Parfum, Linalool, Coumarin","fragrance_heavy",6
"Aqua, Fragrance, Limonene, Citral","fragrance_heavy",5
"Aqua, Parfum, Benzyl Salicylate","fragrance_heavy",6
"Aqua, Fragrance, Geraniol","fragrance_heavy",5
"Aqua, Parfum, Citral, Limonene","fragrance_heavy",6
"Aqua, Fragrance, Citronellol","fragrance_heavy",5
"Aqua, Parfum, Eugenol, Linalool","fragrance_heavy",6
"Aqua, Fragrance, Alpha-Isomethyl Ionone","fragrance_heavy",5
"Aqua, Parfum, Hexyl Cinnamal, Citral","fragrance_heavy",6
"Aqua, Lauric Acid, Stearic Acid","fatty_acid",1
"Aqua, Myristic Acid, Oleic Acid","fatty_acid",1
"Aqua, Palmitic Acid, Caprylic Acid","fatty_acid",2
"Aqua, Linoleic Acid, Myristic Acid","fatty_acid",2
"Aqua, Capric Acid, Caprylic Acid","fatty_acid",3
"Aqua, Lauric Acid, Palmitic Acid","fatty_acid",1
"Aqua, Stearic Acid, Arachidic Acid","fatty_acid",3
"Aqua, Oleic Acid, Palmitoleic Acid","fatty_acid",2
"Aqua, Myristic Acid, Linolenic Acid","fatty_acid",3
"Aqua, Caprylic Acid, Stearic Acid","fatty_acid",3
"Aqua, Petrolatum, Mineral Oil","emollient_heavy",4
"Aqua, Shea Butter, Squalane","emollient_heavy",6
"Aqua, Cocoa Butter, Jojoba Oil","emollient_heavy",4
"Aqua, Almond Oil, Paraffin","emollient_heavy",4
"Aqua, Avocado Oil, Caprylic/Capric Triglyceride","emollient_heavy",5
"Aqua, Olive Oil, Dimethicone","emollient_heavy",4
"Aqua, Mineral Oil, Shea Oil","emollient_heavy",4
"Aqua, Mango Seed Butter, Glycerin","emollient_heavy",3
"Aqua, Sunflower Oil, Squalene","emollient_heavy",5
"Aqua, Cocoa Butter, Paraffin","emollient_heavy",4
"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine","surfactant",4
"Aqua, Decyl Glucoside, Lauryl Glucoside","surfactant",6
"Aqua, Sodium Lauroyl Sarcosinate, Coco-Betaine","surfactant",5
"Aqua, Coco-Glucoside, Glyceryl Oleate","surfactant",6
"Aqua, Sodium Cocoyl Isethionate, Lauryl Glucoside","surfactant",6
"Aqua, Disodium Laureth Sulfosuccinate, Decyl Glucoside","surfactant",5
"Aqua, Sodium Lauroyl Glutamate, Lauryl Glucoside","surfactant",7
"Aqua, Coco-Betaine, Sodium Lauroyl Taurate","surfactant",6
"Aqua, Sodium Cocoyl Sarcosinate, Coco-Glucoside","surfactant",6
"Aqua, Sodium Methyl Cocoyl Taurate, Coco-Betaine","surfactant",5
"Aqua, Phenoxyethanol, Ethylhexylglycerin","preservative",7
"Aqua, Sodium Benzoate, Potassium Sorbate","preservative",6
"Aqua, Chlorphenesin, Phenoxyethanol","preservative",7
"Aqua, Benzyl Alcohol, Sorbic Acid","preservative",6
"Aqua, Phenoxyethanol, Caprylyl Glycol","preservative",7
"Aqua, Diazolidinyl Urea, Phenoxyethanol","preservative",7
"Aqua, Methylparaben, Propylparaben","preservative",8
"Aqua, Imidazolidinyl Urea, Benzyl Alcohol","preservative",6
"Aqua, Dehydroacetic Acid, Sodium Benzoate","preservative",6
"Aqua, Potassium Sorbate, Sodium Citrate","preservative",5
